transaction_id,transaction_date,transaction_time,store_id,product_id,transaction_qty,unit_price,total_amount
146,2023-01-01,11:49:42,8,54,1,2.5,2.5
147,2023-01-01,11:49:42,8,72,1,3.25,3.25
148,2023-01-01,11:50:16,3,26,2,3.0,6.0
149,2023-01-01,11:50:23,3,36,2,3.75,7.5
150,2023-01-01,11:50:58,5,45,2,3.0,6.0
151,2023-01-01,11:51:30,8,33,2,3.5,7.0
152,2023-01-01,11:52:31,5,57,1,3.1,3.1
153,2023-01-01,11:57:17,3,37,2,3.0,6.0
154,2023-01-01,11:57:59,3,50,1,2.5,2.5
155,2023-01-01,11:57:59,3,79,1,3.75,3.75
156,2023-01-01,11:58:15,3,60,2,3.75,7.5
157,2023-01-01,12:00:20,5,29,1,2.5,2.5
158,2023-01-01,12:01:00,3,49,2,3.0,6.0
159,2023-01-01,12:01:20,3,35,2,3.1,6.2
160,2023-01-01,12:01:20,3,75,1,3.5,3.5
161,2023-01-01,12:03:09,8,36,1,3.75,3.75
162,2023-01-01,12:03:38,8,47,1,3.0,3.0
163,2023-01-01,12:03:43,3,44,1,2.5,2.5
164,2023-01-01,12:04:22,8,27,2,3.5,7.0
165,2023-01-01,12:05:31,3,52,2,2.5,5.0
166,2023-01-01,12:06:29,5,46,1,2.5,2.5
167,2023-01-01,12:07:42,8,24,1,3.0,3.0
168,2023-01-01,12:08:21,5,43,1,3.0,3.0
169,2023-01-01,12:08:36,8,35,1,3.1,3.1
170,2023-01-01,12:09:11,3,28,2,2.0,4.0
171,2023-01-01,12:09:12,8,50,2,2.5,5.0
172,2023-01-01,12:13:07,5,38,2,3.75,7.5
173,2023-01-01,12:14:26,8,35,2,3.1,6.2
174,2023-01-01,12:17:38,8,50,2,2.5,5.0
175,2023-01-01,12:18:07,5,25,2,2.2,4.4
176,2023-01-01,12:18:44,3,49,2,3.0,6.0
177,2023-01-01,12:20:16,3,60,2,3.75,7.5
178,2023-01-01,12:23:39,3,24,1,3.0,3.0
179,2023-01-01,12:27:06,5,41,2,4.25,8.5
180,2023-01-01,12:30:46,3,44,2,2.5,5.0
181,2023-01-01,12:30:49,8,38,1,3.75,3.75
182,2023-01-01,12:33:20,3,54,2,2.5,5.0
183,2023-01-01,12:33:35,3,29,2,2.5,5.0
184,2023-01-01,12:35:53,5,31,2,2.2,4.4
185,2023-01-01,12:36:57,8,60,1,3.75,3.75
186,2023-01-01,12:38:28,8,49,2,3.0,6.0
187,2023-01-01,12:42:26,3,53,1,3.0,3.0
188,2023-01-01,12:44:01,8,60,1,3.75,3.75
189,2023-01-01,12:44:31,3,53,1,3.0,3.0
190,2023-01-01,12:44:32,3,52,1,2.5,2.5
191,2023-01-01,12:45:52,3,28,2,2.0,4.0
192,2023-01-01,12:46:22,3,56,1,2.55,2.55
193,2023-01-01,12:46:26,3,23,1,2.5,2.5
194,2023-01-01,12:46:55,3,33,1,3.5,3.5
195,2023-01-01,12:46:55,3,75,1,3.5,3.5
196,2023-01-01,12:48:08,3,38,2,3.75,7.5
197,2023-01-01,12:49:48,8,30,1,3.0,3.0
198,2023-01-01,12:50:15,3,59,1,4.5,4.5
199,2023-01-01,12:50:28,3,32,2,3.0,6.0
200,2023-01-01,12:51:21,8,53,1,3.0,3.0
201,2023-01-01,12:51:57,5,61,1,4.75,4.75
202,2023-01-01,12:51:57,5,72,1,3.25,3.25
203,2023-01-01,12:52:18,5,56,1,2.55,2.55
204,2023-01-01,12:52:18,5,75,1,3.5,3.5
205,2023-01-01,12:53:11,8,29,2,2.5,5.0
206,2023-01-01,12:53:59,8,37,1,3.0,3.0
207,2023-01-01,12:55:25,3,49,1,3.0,3.0
208,2023-01-01,12:55:27,5,57,1,3.1,3.1
209,2023-01-01,12:55:27,5,75,1,3.5,3.5
210,2023-01-01,12:55:36,8,45,1,3.0,3.0
211,2023-01-01,12:55:53,8,26,2,3.0,6.0
212,2023-01-01,12:56:33,3,61,1,4.75,4.75
213,2023-01-01,12:56:59,3,47,1,3.0,3.0
214,2023-01-01,12:58:54,3,44,2,2.5,5.0
215,2023-01-01,12:59:06,8,36,1,3.75,3.75
216,2023-01-01,13:00:38,5,30,2,3.0,6.0
217,2023-01-01,13:01:33,5,25,2,2.2,4.4
218,2023-01-01,13:02:40,8,49,1,3.0,3.0
219,2023-01-01,13:02:40,8,78,1,4.5,4.5
220,2023-01-01,13:02:52,8,26,1,3.0,3.0
221,2023-01-01,13:03:13,3,43,2,3.0,6.0
222,2023-01-01,13:04:01,8,25,2,2.2,4.4
223,2023-01-01,13:04:01,8,72,1,3.25,3.25
224,2023-01-01,13:04:22,8,42,2,2.5,5.0
225,2023-01-01,13:04:37,8,54,2,2.5,5.0
226,2023-01-01,13:04:51,3,22,1,2.0,2.0
227,2023-01-01,13:05:56,3,58,1,3.5,3.5
228,2023-01-01,13:07:37,5,24,2,3.0,6.0
229,2023-01-01,13:09:03,3,35,1,3.1,3.1
230,2023-01-01,13:12:03,5,30,2,3.0,6.0
231,2023-01-01,13:13:09,5,60,1,3.75,3.75
232,2023-01-01,13:17:30,8,56,1,2.55,2.55
233,2023-01-01,13:17:32,3,55,2,4.0,8.0
234,2023-01-01,13:18:34,8,49,2,3.0,6.0
235,2023-01-01,13:19:09,8,55,1,4.0,4.0
236,2023-01-01,13:19:09,8,75,1,3.5,3.5
237,2023-01-01,13:19:36,3,23,1,2.5,2.5
238,2023-01-01,13:19:56,8,31,2,2.2,4.4
239,2023-01-01,13:20:51,3,35,2,3.1,6.2
240,2023-01-01,13:21:23,3,38,2,3.75,7.5
241,2023-01-01,13:22:11,5,23,1,2.5,2.5
242,2023-01-01,13:22:45,3,46,2,2.5,5.0
243,2023-01-01,13:23:54,3,58,2,3.5,7.0
244,2023-01-01,13:24:29,5,60,2,3.75,7.5
245,2023-01-01,13:30:49,5,31,2,2.2,4.4
246,2023-01-01,13:32:07,5,25,2,2.2,4.4
247,2023-01-01,13:32:34,5,87,1,3.0,3.0
248,2023-01-01,13:34:12,3,28,2,2.0,4.0
249,2023-01-01,13:38:09,8,27,1,3.5,3.5
250,2023-01-01,13:38:11,8,40,2,3.75,7.5
251,2023-01-01,13:39:41,5,51,1,3.0,3.0
252,2023-01-01,13:40:47,3,54,2,2.5,5.0
253,2023-01-01,13:41:09,3,42,2,2.5,5.0
254,2023-01-01,13:42:10,3,43,1,3.0,3.0
255,2023-01-01,13:42:49,5,36,1,3.75,3.75
256,2023-01-01,13:42:58,5,52,1,2.5,2.5
257,2023-01-01,13:42:58,5,72,1,3.25,3.25
258,2023-01-01,13:43:18,3,54,2,2.5,5.0
259,2023-01-01,13:43:18,3,69,1,3.25,3.25
260,2023-01-01,13:43:41,5,25,2,2.2,4.4
261,2023-01-01,13:44:26,3,57,1,3.1,3.1
262,2023-01-01,13:47:51,8,40,1,3.75,3.75
263,2023-01-01,13:49:03,8,22,2,2.0,4.0
264,2023-01-01,13:50:09,5,53,1,3.0,3.0
265,2023-01-01,13:50:47,8,54,2,2.5,5.0
266,2023-01-01,13:51:56,8,32,2,3.0,6.0
267,2023-01-01,13:53:04,3,38,2,3.75,7.5
268,2023-01-01,13:53:31,8,33,1,3.5,3.5
269,2023-01-01,13:54:18,8,22,2,2.0,4.0
270,2023-01-01,13:55:04,5,42,1,2.5,2.5
271,2023-01-01,13:55:50,8,45,2,3.0,6.0
272,2023-01-01,13:56:15,8,48,2,2.5,5.0
273,2023-01-01,13:56:24,8,53,1,3.0,3.0
274,2023-01-01,13:57:34,5,27,2,3.5,7.0
275,2023-01-01,13:57:34,5,71,1,3.75,3.75
276,2023-01-01,13:58:10,3,46,2,2.5,5.0
277,2023-01-01,13:58:11,5,34,1,2.45,2.45
278,2023-01-01,13:59:58,5,39,2,4.25,8.5
279,2023-01-01,14:03:34,5,25,2,2.2,4.4
280,2023-01-01,14:03:34,5,69,1,3.25,3.25
281,2023-01-01,14:03:41,3,32,1,3.0,3.0
282,2023-01-01,14:07:12,3,41,2,4.25,8.5
283,2023-01-01,14:07:56,3,23,1,2.5,2.5
284,2023-01-01,14:08:03,8,24,1,3.0,3.0
285,2023-01-01,14:08:03,8,71,1,3.75,3.75
286,2023-01-01,14:11:14,8,60,2,3.75,7.5
287,2023-01-01,14:13:28,5,57,2,3.1,6.2
288,2023-01-01,14:19:57,5,23,2,2.5,5.0
289,2023-01-01,14:20:06,3,35,2,3.1,6.2
290,2023-01-01,14:20:08,3,42,2,2.5,5.0
291,2023-01-01,14:22:01,8,49,2,3.0,6.0
292,2023-01-01,14:22:38,5,39,2,4.25,8.5
293,2023-01-01,14:23:28,8,55,1,4.0,4.0
294,2023-01-01,14:23:28,8,71,1,3.75,3.75
295,2023-01-01,14:24:55,3,41,2,4.25,8.5
296,2023-01-01,14:24:55,3,79,1,3.75,3.75
297,2023-01-01,14:25:32,3,58,2,3.5,7.0
298,2023-01-01,14:25:39,5,24,2,3.0,6.0
299,2023-01-01,14:26:36,8,61,1,4.75,4.75
300,2023-01-01,14:29:05,5,45,2,3.0,6.0
301,2023-01-01,14:29:50,5,49,2,3.0,6.0
302,2023-01-01,14:29:50,5,78,1,4.5,4.5
303,2023-01-01,14:30:51,8,48,1,2.5,2.5
304,2023-01-01,14:30:58,5,57,1,3.1,3.1
305,2023-01-01,14:31:26,5,42,1,2.5,2.5
306,2023-01-01,14:32:20,8,30,2,3.0,6.0
307,2023-01-01,14:32:42,5,41,2,4.25,8.5
308,2023-01-01,14:32:54,8,39,2,4.25,8.5
309,2023-01-01,14:35:47,3,55,1,4.0,4.0
310,2023-01-01,14:36:23,3,30,2,3.0,6.0
311,2023-01-01,14:36:35,5,57,1,3.1,3.1
312,2023-01-01,14:37:48,5,44,1,2.5,2.5
313,2023-01-01,14:39:06,5,87,1,3.0,3.0
314,2023-01-01,14:39:48,8,34,2,2.45,4.9
315,2023-01-01,14:42:39,5,61,2,4.75,9.5
316,2023-01-01,14:43:13,3,50,2,2.5,5.0
317,2023-01-01,14:45:31,3,47,1,3.0,3.0
318,2023-01-01,14:46:09,8,48,1,2.5,2.5
319,2023-01-01,14:47:29,8,24,1,3.0,3.0
320,2023-01-01,14:47:29,8,75,1,3.5,3.5
321,2023-01-01,14:49:49,8,51,2,3.0,6.0
322,2023-01-01,14:51:19,5,43,2,3.0,6.0
323,2023-01-01,14:55:34,3,34,2,2.45,4.9
324,2023-01-01,14:58:07,8,30,2,3.0,6.0
325,2023-01-01,14:58:35,3,43,1,3.0,3.0
326,2023-01-01,15:02:04,3,39,2,4.25,8.5
327,2023-01-01,15:02:28,8,38,1,3.75,3.75
328,2023-01-01,15:06:27,5,25,2,2.2,4.4
329,2023-01-01,15:08:28,3,43,2,3.0,6.0
330,2023-01-01,15:09:37,3,22,1,2.0,2.0
331,2023-01-01,15:09:54,8,61,1,4.75,4.75
332,2023-01-01,15:10:10,5,40,1,3.75,3.75
333,2023-01-01,15:10:10,5,75,1,3.5,3.5
334,2023-01-01,15:12:22,3,24,1,3.0,3.0
335,2023-01-01,15:12:54,3,52,2,2.5,5.0
336,2023-01-01,15:14:19,3,26,2,3.0,6.0
337,2023-01-01,15:16:37,5,38,2,3.75,7.5
338,2023-01-01,15:18:56,3,61,1,4.75,4.75
339,2023-01-01,15:19:34,3,29,1,2.5,2.5
340,2023-01-01,15:21:05,8,30,2,3.0,6.0
341,2023-01-01,15:22:11,3,39,2,4.25,8.5
342,2023-01-01,15:24:01,8,26,1,3.0,3.0
343,2023-01-01,15:25:09,5,50,2,2.5,5.0
344,2023-01-01,15:27:11,3,58,2,3.5,7.0
345,2023-01-01,15:28:29,3,58,1,3.5,3.5
346,2023-01-01,15:28:54,5,43,1,3.0,3.0
347,2023-01-01,15:29:24,3,57,1,3.1,3.1
348,2023-01-01,15:29:24,3,70,1,3.25,3.25
349,2023-01-01,15:30:16,3,43,1,3.0,3.0
350,2023-01-01,15:30:27,3,31,2,2.2,4.4
351,2023-01-01,15:30:58,5,34,1,2.45,2.45
352,2023-01-01,15:30:58,8,29,2,2.5,5.0
353,2023-01-01,15:33:36,5,28,2,2.0,4.0
354,2023-01-01,15:33:36,5,74,1,3.5,3.5
355,2023-01-01,15:34:10,3,41,2,4.25,8.5
356,2023-01-01,15:34:10,3,76,1,3.5,3.5
357,2023-01-01,15:36:59,5,37,2,3.0,6.0
358,2023-01-01,15:39:44,8,44,1,2.5,2.5
359,2023-01-01,15:42:20,3,36,1,3.75,3.75
360,2023-01-01,15:45:16,3,46,2,2.5,5.0
361,2023-01-01,15:46:34,5,40,2,3.75,7.5
362,2023-01-01,15:51:15,8,35,2,3.1,6.2
363,2023-01-01,15:52:23,5,39,2,4.25,8.5
364,2023-01-01,15:52:23,5,69,1,3.25,3.25
365,2023-01-01,15:53:55,5,33,2,3.5,7.0
366,2023-01-01,15:55:45,8,24,1,3.0,3.0
367,2023-01-01,15:55:50,3,31,2,2.2,4.4
368,2023-01-01,15:58:55,8,48,1,2.5,2.5
369,2023-01-01,16:00:23,8,38,1,3.75,3.75
370,2023-01-01,16:02:07,8,41,1,4.25,4.25
371,2023-01-01,16:03:30,3,34,2,2.45,4.9
372,2023-01-01,16:03:54,8,46,1,2.5,2.5
373,2023-01-01,16:04:10,3,42,2,2.5,5.0
374,2023-01-01,16:06:04,3,23,2,2.5,5.0
375,2023-01-01,16:07:20,3,23,2,2.5,5.0
376,2023-01-01,16:08:59,3,42,2,2.5,5.0
377,2023-01-01,16:10:37,3,42,2,2.5,5.0
378,2023-01-01,16:12:00,8,87,1,3.0,3.0
379,2023-01-01,16:17:06,3,34,2,2.45,4.9
380,2023-01-01,16:17:52,3,29,2,2.5,5.0
381,2023-01-01,16:19:00,8,29,2,2.5,5.0
382,2023-01-01,16:19:17,3,56,1,2.55,2.55
383,2023-01-01,16:19:26,5,40,2,3.75,7.5
384,2023-01-01,16:20:07,3,36,2,3.75,7.5
385,2023-01-01,16:22:07,5,22,1,2.0,2.0
386,2023-01-01,16:22:38,3,22,1,2.0,2.0
387,2023-01-01,16:25:28,3,44,1,2.5,2.5
388,2023-01-01,16:27:42,5,56,1,2.55,2.55
389,2023-01-01,16:28:00,8,53,2,3.0,6.0
390,2023-01-01,16:28:57,5,42,1,2.5,2.5
391,2023-01-01,16:29:36,3,27,2,3.5,7.0
392,2023-01-01,16:30:12,3,40,1,3.75,3.75
393,2023-01-01,16:33:35,3,35,1,3.1,3.1
394,2023-01-01,16:35:11,5,28,1,2.0,2.0
395,2023-01-01,16:39:24,3,36,1,3.75,3.75
396,2023-01-01,16:39:27,8,58,1,3.5,3.5
397,2023-01-01,16:40:18,3,33,1,3.5,3.5
398,2023-01-01,16:40:19,5,46,1,2.5,2.5
399,2023-01-01,16:41:51,5,23,1,2.5,2.5
400,2023-01-01,16:43:33,8,50,2,2.5,5.0
401,2023-01-01,16:44:46,3,54,2,2.5,5.0
402,2023-01-01,16:47:05,5,44,1,2.5,2.5
403,2023-01-01,16:47:05,5,72,1,3.25,3.25
404,2023-01-01,16:48:31,5,44,2,2.5,5.0
405,2023-01-01,16:49:19,5,53,1,3.0,3.0
406,2023-01-01,16:49:19,5,71,1,3.75,3.75
407,2023-01-01,16:49:38,3,52,1,2.5,2.5
408,2023-01-01,16:52:13,8,42,2,2.5,5.0
409,2023-01-01,16:52:51,5,50,1,2.5,2.5
410,2023-01-01,16:56:48,3,28,1,2.0,2.0
411,2023-01-01,16:58:42,3,58,1,3.5,3.5
412,2023-01-01,16:58:42,3,69,1,3.25,3.25
413,2023-01-01,17:01:03,5,36,2,3.75,7.5
414,2023-01-01,17:01:31,8,50,2,2.5,5.0
415,2023-01-01,17:03:21,3,50,1,2.5,2.5
416,2023-01-01,17:05:44,3,36,2,3.75,7.5
417,2023-01-01,17:09:18,8,47,2,3.0,6.0
418,2023-01-01,17:10:34,3,27,1,3.5,3.5
419,2023-01-01,17:10:35,3,59,1,4.5,4.5
420,2023-01-01,17:11:58,8,36,2,3.75,7.5
421,2023-01-01,17:13:17,5,31,2,2.2,4.4
422,2023-01-01,17:16:17,8,35,1,3.1,3.1
423,2023-01-01,17:17:19,8,55,2,4.0,8.0
424,2023-01-01,17:17:22,8,31,1,2.2,2.2
425,2023-01-01,17:18:36,3,29,1,2.5,2.5
426,2023-01-01,17:19:08,5,34,2,2.45,4.9
427,2023-01-01,17:19:08,5,75,1,3.5,3.5
428,2023-01-01,17:19:11,8,39,2,4.25,8.5
429,2023-01-01,17:19:28,8,28,2,2.0,4.0
430,2023-01-01,17:19:49,8,87,2,3.0,6.0
431,2023-01-01,17:19:49,8,78,1,4.5,4.5
432,2023-01-01,17:20:02,8,46,2,2.5,5.0
433,2023-01-01,17:20:02,8,77,1,3.0,3.0
434,2023-01-01,17:22:36,3,36,1,3.75,3.75
435,2023-01-01,17:23:03,5,48,1,2.5,2.5
436,2023-01-01,17:23:04,3,41,1,4.25,4.25
437,2023-01-01,17:25:45,3,58,2,3.5,7.0
438,2023-01-01,17:26:15,8,35,1,3.1,3.1
439,2023-01-01,17:26:15,8,76,1,3.5,3.5
440,2023-01-01,17:28:42,5,37,1,3.0,3.0
441,2023-01-01,17:28:42,5,70,1,3.25,3.25
442,2023-01-01,17:29:25,3,46,1,2.5,2.5
443,2023-01-01,17:29:25,3,75,1,3.5,3.5
444,2023-01-01,17:34:47,8,54,2,2.5,5.0
445,2023-01-01,17:35:26,3,47,1,3.0,3.0
446,2023-01-01,17:35:26,3,69,1,3.25,3.25
447,2023-01-01,17:37:26,8,42,1,2.5,2.5
448,2023-01-01,17:40:50,3,55,1,4.0,4.0
449,2023-01-01,17:41:55,3,55,2,4.0,8.0
450,2023-01-01,17:41:55,3,71,1,3.75,3.75
451,2023-01-01,17:43:49,8,52,2,2.5,5.0
452,2023-01-01,17:44:28,3,27,2,3.5,7.0
453,2023-01-01,17:44:28,3,74,1,3.5,3.5
454,2023-01-01,17:44:48,8,34,1,2.45,2.45
455,2023-01-01,17:45:21,8,27,1,3.5,3.5
456,2023-01-01,17:46:21,8,36,2,3.75,7.5
457,2023-01-01,17:46:21,8,76,1,3.5,3.5
458,2023-01-01,17:49:04,8,60,2,3.75,7.5
459,2023-01-01,17:50:19,5,45,1,3.0,3.0
460,2023-01-01,17:50:30,8,38,2,3.75,7.5
461,2023-01-01,17:51:06,3,60,2,3.75,7.5
462,2023-01-01,17:54:11,3,56,2,2.55,5.1
463,2023-01-01,17:56:46,8,30,1,3.0,3.0
464,2023-01-01,17:58:01,5,39,1,4.25,4.25
465,2023-01-01,17:59:44,8,53,2,3.0,6.0
466,2023-01-01,17:59:44,8,76,1,3.5,3.5
467,2023-01-01,18:01:08,8,45,2,3.0,6.0
468,2023-01-01,18:02:00,3,52,1,2.5,2.5
469,2023-01-01,18:02:21,5,49,2,3.0,6.0
470,2023-01-01,18:03:13,3,28,1,2.0,2.0
471,2023-01-01,18:03:13,3,78,1,4.5,4.5
472,2023-01-01,18:04:34,3,28,1,2.0,2.0
473,2023-01-01,18:06:52,3,30,2,3.0,6.0
474,2023-01-01,18:06:52,3,79,1,3.75,3.75
475,2023-01-01,18:07:13,8,23,1,2.5,2.5
476,2023-01-01,18:08:53,3,34,2,2.45,4.9
477,2023-01-01,18:12:37,3,25,2,2.2,4.4
478,2023-01-01,18:13:32,5,23,2,2.5,5.0
479,2023-01-01,18:13:41,8,57,2,3.1,6.2
