time_key,hour,minute,timeslot
1900-01-01 12:04:22,12,4,afternoon
1900-01-01 12:05:31,12,5,afternoon
1900-01-01 12:06:29,12,6,afternoon
1900-01-01 12:07:42,12,7,afternoon
1900-01-01 12:08:21,12,8,afternoon
1900-01-01 12:08:36,12,8,afternoon
1900-01-01 12:09:11,12,9,afternoon
1900-01-01 12:09:12,12,9,afternoon
1900-01-01 12:13:07,12,13,afternoon
1900-01-01 12:14:26,12,14,afternoon
1900-01-01 12:17:38,12,17,afternoon
1900-01-01 12:18:07,12,18,afternoon
1900-01-01 12:18:44,12,18,afternoon
1900-01-01 12:20:16,12,20,afternoon
1900-01-01 12:23:39,12,23,afternoon
1900-01-01 12:27:06,12,27,afternoon
1900-01-01 12:30:46,12,30,afternoon
1900-01-01 12:30:49,12,30,afternoon
1900-01-01 12:33:20,12,33,afternoon
1900-01-01 12:33:35,12,33,afternoon
1900-01-01 12:35:53,12,35,afternoon
1900-01-01 12:36:57,12,36,afternoon
1900-01-01 12:38:28,12,38,afternoon
1900-01-01 12:42:26,12,42,afternoon
1900-01-01 12:44:01,12,44,afternoon
1900-01-01 12:44:31,12,44,afternoon
1900-01-01 12:44:32,12,44,afternoon
1900-01-01 12:45:52,12,45,afternoon
1900-01-01 12:46:22,12,46,afternoon
1900-01-01 12:46:26,12,46,afternoon
1900-01-01 12:46:55,12,46,afternoon
1900-01-01 12:48:08,12,48,afternoon
1900-01-01 12:49:48,12,49,afternoon
1900-01-01 12:50:15,12,50,afternoon
1900-01-01 12:50:28,12,50,afternoon
1900-01-01 12:51:21,12,51,afternoon
1900-01-01 12:51:57,12,51,afternoon
1900-01-01 12:52:18,12,52,afternoon
1900-01-01 12:53:11,12,53,afternoon
1900-01-01 12:53:59,12,53,afternoon
1900-01-01 12:55:25,12,55,afternoon
1900-01-01 12:55:27,12,55,afternoon
1900-01-01 12:55:36,12,55,afternoon
1900-01-01 12:55:53,12,55,afternoon
1900-01-01 12:56:33,12,56,afternoon
1900-01-01 12:56:59,12,56,afternoon
1900-01-01 12:58:54,12,58,afternoon
1900-01-01 12:59:06,12,59,afternoon
1900-01-01 13:00:38,13,0,afternoon
1900-01-01 13:01:33,13,1,afternoon
1900-01-01 13:02:40,13,2,afternoon
1900-01-01 13:02:52,13,2,afternoon
1900-01-01 13:03:13,13,3,afternoon
1900-01-01 13:04:01,13,4,afternoon
1900-01-01 13:04:22,13,4,afternoon
1900-01-01 13:04:37,13,4,afternoon
1900-01-01 13:04:51,13,4,afternoon
1900-01-01 13:05:56,13,5,afternoon
1900-01-01 13:07:37,13,7,afternoon
1900-01-01 13:09:03,13,9,afternoon
1900-01-01 13:12:03,13,12,afternoon
1900-01-01 13:13:09,13,13,afternoon
1900-01-01 13:17:30,13,17,afternoon
1900-01-01 13:17:32,13,17,afternoon
1900-01-01 13:18:34,13,18,afternoon
1900-01-01 13:19:09,13,19,afternoon
1900-01-01 13:19:36,13,19,afternoon
1900-01-01 13:19:56,13,19,afternoon
1900-01-01 13:20:51,13,20,afternoon
1900-01-01 13:21:23,13,21,afternoon
1900-01-01 13:22:11,13,22,afternoon
1900-01-01 13:22:45,13,22,afternoon
1900-01-01 13:23:54,13,23,afternoon
1900-01-01 13:24:29,13,24,afternoon
1900-01-01 13:30:49,13,30,afternoon
1900-01-01 13:32:07,13,32,afternoon
1900-01-01 13:32:34,13,32,afternoon
1900-01-01 13:34:12,13,34,afternoon
1900-01-01 13:38:09,13,38,afternoon
1900-01-01 13:38:11,13,38,afternoon
1900-01-01 13:39:41,13,39,afternoon
1900-01-01 13:40:47,13,40,afternoon
1900-01-01 13:41:09,13,41,afternoon
1900-01-01 13:42:10,13,42,afternoon
1900-01-01 13:42:49,13,42,afternoon
1900-01-01 13:42:58,13,42,afternoon
1900-01-01 13:43:18,13,43,afternoon
1900-01-01 13:43:41,13,43,afternoon
1900-01-01 13:44:26,13,44,afternoon
1900-01-01 13:47:51,13,47,afternoon
1900-01-01 13:49:03,13,49,afternoon
1900-01-01 13:50:09,13,50,afternoon
1900-01-01 13:50:47,13,50,afternoon
1900-01-01 13:51:56,13,51,afternoon
1900-01-01 13:53:04,13,53,afternoon
1900-01-01 13:53:31,13,53,afternoon
1900-01-01 13:54:18,13,54,afternoon
1900-01-01 13:55:04,13,55,afternoon
1900-01-01 13:55:50,13,55,afternoon
1900-01-01 13:56:15,13,56,afternoon
1900-01-01 13:56:24,13,56,afternoon
1900-01-01 13:57:34,13,57,afternoon
1900-01-01 13:58:10,13,58,afternoon
1900-01-01 13:58:11,13,58,afternoon
1900-01-01 13:59:58,13,59,afternoon
1900-01-01 14:03:34,14,3,afternoon
1900-01-01 14:03:41,14,3,afternoon
1900-01-01 14:07:12,14,7,afternoon
1900-01-01 14:07:56,14,7,afternoon
1900-01-01 14:08:03,14,8,afternoon
1900-01-01 14:11:14,14,11,afternoon
1900-01-01 14:13:28,14,13,afternoon
1900-01-01 14:19:57,14,19,afternoon
1900-01-01 14:20:06,14,20,afternoon
1900-01-01 14:20:08,14,20,afternoon
1900-01-01 14:22:01,14,22,afternoon
1900-01-01 14:22:38,14,22,afternoon
1900-01-01 14:23:28,14,23,afternoon
1900-01-01 14:24:55,14,24,afternoon
1900-01-01 14:25:32,14,25,afternoon
1900-01-01 14:25:39,14,25,afternoon
1900-01-01 14:26:36,14,26,afternoon
1900-01-01 14:29:05,14,29,afternoon
1900-01-01 14:29:50,14,29,afternoon
1900-01-01 14:30:51,14,30,afternoon
1900-01-01 14:30:58,14,30,afternoon
1900-01-01 14:31:26,14,31,afternoon
1900-01-01 14:32:20,14,32,afternoon
1900-01-01 14:32:42,14,32,afternoon
1900-01-01 14:32:54,14,32,afternoon
1900-01-01 14:35:47,14,35,afternoon
1900-01-01 14:36:23,14,36,afternoon
1900-01-01 14:36:35,14,36,afternoon
1900-01-01 14:37:48,14,37,afternoon
1900-01-01 14:39:06,14,39,afternoon
1900-01-01 14:39:48,14,39,afternoon
1900-01-01 14:42:39,14,42,afternoon
1900-01-01 14:43:13,14,43,afternoon
1900-01-01 14:45:31,14,45,afternoon
1900-01-01 14:46:09,14,46,afternoon
1900-01-01 14:47:29,14,47,afternoon
1900-01-01 14:49:49,14,49,afternoon
1900-01-01 14:51:19,14,51,afternoon
1900-01-01 14:55:34,14,55,afternoon
1900-01-01 14:58:07,14,58,afternoon
1900-01-01 14:58:35,14,58,afternoon
1900-01-01 15:02:04,15,2,afternoon
1900-01-01 15:02:28,15,2,afternoon
1900-01-01 15:06:27,15,6,afternoon
1900-01-01 15:08:28,15,8,afternoon
1900-01-01 15:09:37,15,9,afternoon
1900-01-01 15:09:54,15,9,afternoon
1900-01-01 15:10:10,15,10,afternoon
1900-01-01 15:12:22,15,12,afternoon
1900-01-01 15:12:54,15,12,afternoon
1900-01-01 15:14:19,15,14,afternoon
1900-01-01 15:16:37,15,16,afternoon
1900-01-01 15:18:56,15,18,afternoon
1900-01-01 15:19:34,15,19,afternoon
1900-01-01 15:21:05,15,21,afternoon
1900-01-01 15:22:11,15,22,afternoon
1900-01-01 15:24:01,15,24,afternoon
1900-01-01 15:25:09,15,25,afternoon
1900-01-01 15:27:11,15,27,afternoon
1900-01-01 15:28:29,15,28,afternoon
1900-01-01 15:28:54,15,28,afternoon
1900-01-01 15:29:24,15,29,afternoon
1900-01-01 15:30:16,15,30,afternoon
1900-01-01 15:30:27,15,30,afternoon
1900-01-01 15:30:58,15,30,afternoon
1900-01-01 15:33:36,15,33,afternoon
1900-01-01 15:34:10,15,34,afternoon
1900-01-01 15:36:59,15,36,afternoon
1900-01-01 15:39:44,15,39,afternoon
1900-01-01 15:42:20,15,42,afternoon
1900-01-01 15:45:16,15,45,afternoon
1900-01-01 15:46:34,15,46,afternoon
1900-01-01 15:51:15,15,51,afternoon
1900-01-01 15:52:23,15,52,afternoon
1900-01-01 15:53:55,15,53,afternoon
1900-01-01 15:55:45,15,55,afternoon
1900-01-01 15:55:50,15,55,afternoon
1900-01-01 15:58:55,15,58,afternoon
1900-01-01 16:00:23,16,0,afternoon
1900-01-01 16:02:07,16,2,afternoon
1900-01-01 16:03:30,16,3,afternoon
1900-01-01 16:03:54,16,3,afternoon
1900-01-01 16:04:10,16,4,afternoon
1900-01-01 16:06:04,16,6,afternoon
1900-01-01 16:07:20,16,7,afternoon
1900-01-01 16:08:59,16,8,afternoon
1900-01-01 16:10:37,16,10,afternoon
1900-01-01 16:12:00,16,12,afternoon
1900-01-01 16:17:06,16,17,afternoon
1900-01-01 16:17:52,16,17,afternoon
1900-01-01 16:19:00,16,19,afternoon
1900-01-01 16:19:17,16,19,afternoon
1900-01-01 16:19:26,16,19,afternoon
1900-01-01 16:20:07,16,20,afternoon
1900-01-01 16:22:07,16,22,afternoon
1900-01-01 16:22:38,16,22,afternoon
1900-01-01 16:25:28,16,25,afternoon
1900-01-01 16:27:42,16,27,afternoon
1900-01-01 16:28:00,16,28,afternoon
1900-01-01 16:28:57,16,28,afternoon
1900-01-01 16:29:36,16,29,afternoon
1900-01-01 16:30:12,16,30,afternoon
1900-01-01 16:33:35,16,33,afternoon
1900-01-01 16:35:11,16,35,afternoon
1900-01-01 16:39:24,16,39,afternoon
1900-01-01 16:39:27,16,39,afternoon
1900-01-01 16:40:18,16,40,afternoon
1900-01-01 16:40:19,16,40,afternoon
1900-01-01 16:41:51,16,41,afternoon
1900-01-01 16:43:33,16,43,afternoon
1900-01-01 16:44:46,16,44,afternoon
1900-01-01 16:47:05,16,47,afternoon
1900-01-01 16:48:31,16,48,afternoon
1900-01-01 16:49:19,16,49,afternoon
1900-01-01 16:49:38,16,49,afternoon
1900-01-01 16:52:13,16,52,afternoon
1900-01-01 16:52:51,16,52,afternoon
1900-01-01 16:56:48,16,56,afternoon
1900-01-01 16:58:42,16,58,afternoon
1900-01-01 17:01:03,17,1,evening
1900-01-01 17:01:31,17,1,evening
1900-01-01 17:03:21,17,3,evening
1900-01-01 17:05:44,17,5,evening
1900-01-01 17:09:18,17,9,evening
1900-01-01 17:10:34,17,10,evening
1900-01-01 17:10:35,17,10,evening
1900-01-01 17:11:58,17,11,evening
1900-01-01 17:13:17,17,13,evening
1900-01-01 17:16:17,17,16,evening
1900-01-01 17:17:19,17,17,evening
1900-01-01 17:17:22,17,17,evening
1900-01-01 17:18:36,17,18,evening
1900-01-01 17:19:08,17,19,evening
1900-01-01 17:19:11,17,19,evening
1900-01-01 17:19:28,17,19,evening
1900-01-01 17:19:49,17,19,evening
1900-01-01 17:20:02,17,20,evening
1900-01-01 17:22:36,17,22,evening
1900-01-01 17:23:03,17,23,evening
1900-01-01 17:23:04,17,23,evening
1900-01-01 17:25:45,17,25,evening
1900-01-01 17:26:15,17,26,evening
1900-01-01 17:28:42,17,28,evening
1900-01-01 17:29:25,17,29,evening
1900-01-01 17:34:47,17,34,evening
1900-01-01 17:35:26,17,35,evening
1900-01-01 17:37:26,17,37,evening
1900-01-01 17:40:50,17,40,evening
1900-01-01 17:41:55,17,41,evening
1900-01-01 17:43:49,17,43,evening
1900-01-01 17:44:28,17,44,evening
1900-01-01 17:44:48,17,44,evening
1900-01-01 17:45:21,17,45,evening
1900-01-01 17:46:21,17,46,evening
1900-01-01 17:49:04,17,49,evening
1900-01-01 17:50:19,17,50,evening
1900-01-01 17:50:30,17,50,evening
1900-01-01 17:51:06,17,51,evening
1900-01-01 17:54:11,17,54,evening
1900-01-01 17:56:46,17,56,evening
1900-01-01 17:58:01,17,58,evening
1900-01-01 17:59:44,17,59,evening
1900-01-01 18:01:08,18,1,evening
1900-01-01 18:02:00,18,2,evening
1900-01-01 18:02:21,18,2,evening
1900-01-01 18:03:13,18,3,evening
1900-01-01 18:04:34,18,4,evening
1900-01-01 18:06:52,18,6,evening
1900-01-01 18:07:13,18,7,evening
1900-01-01 18:08:53,18,8,evening
1900-01-01 18:12:37,18,12,evening
1900-01-01 18:13:32,18,13,evening
1900-01-01 18:13:41,18,13,evening
1900-01-01 18:14:28,18,14,evening
1900-01-01 18:17:09,18,17,evening
1900-01-01 18:18:10,18,18,evening
1900-01-01 18:19:45,18,19,evening
1900-01-01 18:21:22,18,21,evening
1900-01-01 18:22:12,18,22,evening
1900-01-01 18:22:48,18,22,evening
1900-01-01 18:22:53,18,22,evening
1900-01-01 18:23:34,18,23,evening
1900-01-01 18:25:51,18,25,evening
1900-01-01 18:25:57,18,25,evening
1900-01-01 18:27:08,18,27,evening
1900-01-01 18:29:34,18,29,evening
1900-01-01 18:30:05,18,30,evening
1900-01-01 18:34:56,18,34,evening
1900-01-01 18:39:29,18,39,evening
1900-01-01 18:40:29,18,40,evening
1900-01-01 18:41:13,18,41,evening
1900-01-01 18:41:28,18,41,evening
1900-01-01 18:42:04,18,42,evening
1900-01-01 18:42:16,18,42,evening
1900-01-01 18:43:19,18,43,evening
1900-01-01 18:43:42,18,43,evening
1900-01-01 18:45:11,18,45,evening
1900-01-01 18:49:48,18,49,evening
1900-01-01 18:51:23,18,51,evening
1900-01-01 18:51:41,18,51,evening
1900-01-01 18:52:18,18,52,evening
1900-01-01 18:52:57,18,52,evening
1900-01-01 18:55:19,18,55,evening
1900-01-01 18:56:24,18,56,evening
1900-01-01 18:56:35,18,56,evening
1900-01-01 19:00:27,19,0,evening
1900-01-01 19:02:52,19,2,evening
1900-01-01 19:06:58,19,6,evening
1900-01-01 19:07:26,19,7,evening
1900-01-01 19:07:40,19,7,evening
1900-01-01 19:08:11,19,8,evening
1900-01-01 19:08:56,19,8,evening
1900-01-01 19:09:54,19,9,evening
1900-01-01 19:10:16,19,10,evening
1900-01-01 19:10:53,19,10,evening
1900-01-01 19:12:49,19,12,evening
1900-01-01 19:14:09,19,14,evening
1900-01-01 19:15:15,19,15,evening
1900-01-01 19:21:35,19,21,evening
1900-01-01 19:22:39,19,22,evening
1900-01-01 19:24:18,19,24,evening
1900-01-01 19:29:01,19,29,evening
1900-01-01 19:29:07,19,29,evening
1900-01-01 19:30:55,19,30,evening
1900-01-01 19:34:03,19,34,evening
1900-01-01 19:34:39,19,34,evening
1900-01-01 19:34:48,19,34,evening
1900-01-01 19:35:55,19,35,evening
1900-01-01 19:37:51,19,37,evening
1900-01-01 19:38:46,19,38,evening
1900-01-01 19:39:00,19,39,evening
1900-01-01 19:39:32,19,39,evening
1900-01-01 19:43:29,19,43,evening
1900-01-01 19:44:41,19,44,evening
1900-01-01 19:45:28,19,45,evening
1900-01-01 19:49:37,19,49,evening
1900-01-01 19:52:47,19,52,evening
1900-01-01 19:57:56,19,57,evening
1900-01-01 19:58:29,19,58,evening
1900-01-01 19:58:52,19,58,evening
1900-01-01 07:01:59,7,1,morning
1900-01-01 07:12:05,7,12,morning
1900-01-01 07:16:35,7,16,morning
1900-01-01 07:16:46,7,16,morning
1900-01-01 07:22:08,7,22,morning
1900-01-01 07:22:45,7,22,morning
1900-01-01 07:25:59,7,25,morning
1900-01-01 07:35:10,7,35,morning
1900-01-01 07:48:26,7,48,morning
1900-01-01 07:53:48,7,53,morning
1900-01-01 07:59:47,7,59,morning
1900-01-01 08:03:47,8,3,morning
1900-01-01 08:04:06,8,4,morning
1900-01-01 08:04:55,8,4,morning
1900-01-01 08:04:59,8,4,morning
1900-01-01 08:09:46,8,9,morning
1900-01-01 08:09:51,8,9,morning
1900-01-01 08:11:11,8,11,morning
1900-01-01 08:13:24,8,13,morning
1900-01-01 08:14:13,8,14,morning
1900-01-01 08:15:07,8,15,morning
1900-01-01 08:15:10,8,15,morning
1900-01-01 08:17:28,8,17,morning
1900-01-01 08:20:38,8,20,morning
1900-01-01 08:21:32,8,21,morning
1900-01-01 08:23:15,8,23,morning
1900-01-01 08:25:22,8,25,morning
1900-01-01 08:26:13,8,26,morning
1900-01-01 08:26:21,8,26,morning
1900-01-01 08:30:10,8,30,morning
1900-01-01 08:31:35,8,31,morning
1900-01-01 08:34:25,8,34,morning
1900-01-01 08:34:30,8,34,morning
1900-01-01 08:43:50,8,43,morning
1900-01-01 08:51:31,8,51,morning
1900-01-01 08:55:40,8,55,morning
1900-01-01 09:00:14,9,0,morning
1900-01-01 09:01:24,9,1,morning
1900-01-01 09:06:29,9,6,morning
1900-01-01 09:07:31,9,7,morning
1900-01-01 09:11:10,9,11,morning
1900-01-01 09:11:45,9,11,morning
1900-01-01 09:11:57,9,11,morning
1900-01-01 09:12:47,9,12,morning
1900-01-01 09:17:08,9,17,morning
1900-01-01 09:21:01,9,21,morning
1900-01-01 09:22:26,9,22,morning
1900-01-01 09:25:27,9,25,morning
1900-01-01 09:26:16,9,26,morning
1900-01-01 09:29:47,9,29,morning
1900-01-01 09:31:37,9,31,morning
1900-01-01 09:33:57,9,33,morning
1900-01-01 09:36:26,9,36,morning
1900-01-01 09:38:46,9,38,morning
1900-01-01 09:40:52,9,40,morning
1900-01-01 09:45:34,9,45,morning
1900-01-01 09:46:33,9,46,morning
1900-01-01 09:48:46,9,48,morning
1900-01-01 09:50:09,9,50,morning
1900-01-01 09:50:57,9,50,morning
1900-01-01 09:52:17,9,52,morning
1900-01-01 09:54:48,9,54,morning
1900-01-01 09:56:28,9,56,morning
1900-01-01 09:56:45,9,56,morning
1900-01-01 09:58:47,9,58,morning
1900-01-01 10:01:57,10,1,morning
1900-01-01 10:03:39,10,3,morning
1900-01-01 10:05:11,10,5,morning
1900-01-01 10:05:22,10,5,morning
1900-01-01 10:07:28,10,7,morning
1900-01-01 10:08:23,10,8,morning
1900-01-01 10:10:47,10,10,morning
1900-01-01 10:13:55,10,13,morning
1900-01-01 10:16:43,10,16,morning
1900-01-01 10:19:33,10,19,morning
1900-01-01 10:20:52,10,20,morning
1900-01-01 10:22:19,10,22,morning
1900-01-01 10:26:49,10,26,morning
1900-01-01 10:27:05,10,27,morning
1900-01-01 10:28:41,10,28,morning
1900-01-01 10:30:39,10,30,morning
1900-01-01 10:36:18,10,36,morning
1900-01-01 10:36:44,10,36,morning
1900-01-01 10:38:55,10,38,morning
1900-01-01 10:48:57,10,48,morning
1900-01-01 10:49:58,10,49,morning
1900-01-01 10:55:08,10,55,morning
1900-01-01 10:55:35,10,55,morning
1900-01-01 10:59:58,10,59,morning
1900-01-01 11:01:06,11,1,morning
1900-01-01 11:04:21,11,4,morning
1900-01-01 11:06:10,11,6,morning
1900-01-01 11:06:28,11,6,morning
1900-01-01 11:10:15,11,10,morning
1900-01-01 11:11:23,11,11,morning
1900-01-01 11:12:05,11,12,morning
1900-01-01 11:12:33,11,12,morning
1900-01-01 11:13:01,11,13,morning
1900-01-01 11:13:37,11,13,morning
1900-01-01 11:14:15,11,14,morning
1900-01-01 11:15:12,11,15,morning
1900-01-01 11:15:28,11,15,morning
1900-01-01 11:15:40,11,15,morning
1900-01-01 11:16:51,11,16,morning
1900-01-01 11:18:12,11,18,morning
1900-01-01 11:18:25,11,18,morning
1900-01-01 11:19:12,11,19,morning
1900-01-01 11:19:42,11,19,morning
1900-01-01 11:21:43,11,21,morning
1900-01-01 11:21:49,11,21,morning
1900-01-01 11:22:46,11,22,morning
1900-01-01 11:25:20,11,25,morning
1900-01-01 11:27:35,11,27,morning
1900-01-01 11:32:11,11,32,morning
1900-01-01 11:34:44,11,34,morning
1900-01-01 11:35:02,11,35,morning
1900-01-01 11:35:14,11,35,morning
1900-01-01 11:36:50,11,36,morning
1900-01-01 11:38:23,11,38,morning
1900-01-01 11:39:11,11,39,morning
1900-01-01 11:40:12,11,40,morning
1900-01-01 11:41:54,11,41,morning
1900-01-01 11:42:36,11,42,morning
1900-01-01 11:43:04,11,43,morning
1900-01-01 11:49:10,11,49,morning
1900-01-01 11:50:18,11,50,morning
1900-01-01 11:50:32,11,50,morning
1900-01-01 11:53:48,11,53,morning
1900-01-01 11:53:54,11,53,morning
1900-01-01 11:54:01,11,54,morning
1900-01-01 11:54:30,11,54,morning
1900-01-01 11:55:31,11,55,morning
1900-01-01 11:56:26,11,56,morning
1900-01-01 11:56:58,11,56,morning
1900-01-01 11:58:49,11,58,morning
1900-01-01 12:01:50,12,1,afternoon
1900-01-01 12:03:47,12,3,afternoon
1900-01-01 12:06:18,12,6,afternoon
1900-01-01 12:12:01,12,12,afternoon
1900-01-01 12:12:44,12,12,afternoon
1900-01-01 12:14:00,12,14,afternoon
1900-01-01 12:18:13,12,18,afternoon
1900-01-01 12:18:22,12,18,afternoon
1900-01-01 12:20:43,12,20,afternoon
1900-01-01 12:21:38,12,21,afternoon
1900-01-01 12:21:39,12,21,afternoon
1900-01-01 12:21:58,12,21,afternoon
1900-01-01 12:22:04,12,22,afternoon
1900-01-01 12:22:12,12,22,afternoon
1900-01-01 12:23:03,12,23,afternoon
1900-01-01 12:23:30,12,23,afternoon
1900-01-01 12:24:39,12,24,afternoon
1900-01-01 12:25:03,12,25,afternoon
1900-01-01 12:25:24,12,25,afternoon
1900-01-01 12:26:13,12,26,afternoon
1900-01-01 12:26:18,12,26,afternoon
1900-01-01 12:27:01,12,27,afternoon
1900-01-01 12:28:08,12,28,afternoon
1900-01-01 12:28:25,12,28,afternoon
1900-01-01 12:29:07,12,29,afternoon
1900-01-01 12:30:43,12,30,afternoon
1900-01-01 12:32:19,12,32,afternoon
1900-01-01 12:33:04,12,33,afternoon
1900-01-01 12:34:00,12,34,afternoon
1900-01-01 12:36:06,12,36,afternoon
1900-01-01 12:36:37,12,36,afternoon
1900-01-01 12:38:47,12,38,afternoon
1900-01-01 12:38:51,12,38,afternoon
1900-01-01 12:39:04,12,39,afternoon
1900-01-01 12:41:28,12,41,afternoon
1900-01-01 12:42:19,12,42,afternoon
1900-01-01 12:42:47,12,42,afternoon
1900-01-01 12:45:02,12,45,afternoon
1900-01-01 12:46:04,12,46,afternoon
1900-01-01 12:47:49,12,47,afternoon
1900-01-01 12:53:16,12,53,afternoon
1900-01-01 12:54:07,12,54,afternoon
1900-01-01 12:54:53,12,54,afternoon
1900-01-01 12:55:19,12,55,afternoon
1900-01-01 12:57:55,12,57,afternoon
1900-01-01 12:58:04,12,58,afternoon
1900-01-01 12:58:38,12,58,afternoon
1900-01-01 12:58:57,12,58,afternoon
1900-01-01 12:59:28,12,59,afternoon
1900-01-01 12:59:45,12,59,afternoon
1900-01-01 13:02:03,13,2,afternoon
1900-01-01 13:03:14,13,3,afternoon
1900-01-01 13:03:33,13,3,afternoon
1900-01-01 13:03:53,13,3,afternoon
